doc_index,entity_group,entity_text,start,end,full_text
24,INORGANIC,pa,1615,1617,"Despite the remarkable advances in recent times on polybenzimidazole ( PBI) based proton exchange membranes ( PEM), there are two most important limitations that restrict their uses: ( 1) declining of the mechanical strength at high acid doping level and ( 2) leaching of doped acid when membrane is in contact with water. In continuation with our earlier success ( J. Mater. Chem. 2011, 21, 14897; ACS Appl. Mater. Interfaces 2014, 6, 21286) on the former concern, in this article we also addressed the latter problem associated with ' Acid leaching ' along with the issue of mechanical strength at high PA loading. We have made an attempt to study how the surface modifier molecule plays a role in altering the morphology and structure of poly ( 4, 4'-diphenylether-5, 5'-bibenzimidazole) ( OPBI) nanocomposite membranes thereby enhancing the PEM properties especially acid retention capability. Silica nanoparticles of 25 nm size were prepared and successfully modified with phosphate anion containing imidazolium ionic liquid ( IL) and were incorporated in OPBI by solution blending method. The chemical interactions between the polymer and ionic liquid modified silica ( ILMS) were confirmed by FTIR, NMR and WAXD studies. TEM images disclosed how these interactions led to the formation of self- assembled clusters in the OPBI matrix. All the ILMS nanocomposite membranes displayed high thermal, mechanical and oxidative stabilities. The IL- decorated silica nanoparticles prevented the leaching of phosphoric acid ( PA), by hydrogen bonding interactions, from the PA doped membranes. This resulted in higher PA doping levels of the nanocomposites. The ability to retain more PA was also reflected in the high proton conductivity data of the ILMS nanocomposites- 15 % ILMS loaded membrane which showed almost two fold increment in proton conductivity compared to the neat OPBI. This was attributed to the self- assembled clusters of ILMS nanoparticles in the matrix."
24,INORGANIC,pa,1682,1684,"Despite the remarkable advances in recent times on polybenzimidazole ( PBI) based proton exchange membranes ( PEM), there are two most important limitations that restrict their uses: ( 1) declining of the mechanical strength at high acid doping level and ( 2) leaching of doped acid when membrane is in contact with water. In continuation with our earlier success ( J. Mater. Chem. 2011, 21, 14897; ACS Appl. Mater. Interfaces 2014, 6, 21286) on the former concern, in this article we also addressed the latter problem associated with ' Acid leaching ' along with the issue of mechanical strength at high PA loading. We have made an attempt to study how the surface modifier molecule plays a role in altering the morphology and structure of poly ( 4, 4'-diphenylether-5, 5'-bibenzimidazole) ( OPBI) nanocomposite membranes thereby enhancing the PEM properties especially acid retention capability. Silica nanoparticles of 25 nm size were prepared and successfully modified with phosphate anion containing imidazolium ionic liquid ( IL) and were incorporated in OPBI by solution blending method. The chemical interactions between the polymer and ionic liquid modified silica ( ILMS) were confirmed by FTIR, NMR and WAXD studies. TEM images disclosed how these interactions led to the formation of self- assembled clusters in the OPBI matrix. All the ILMS nanocomposite membranes displayed high thermal, mechanical and oxidative stabilities. The IL- decorated silica nanoparticles prevented the leaching of phosphoric acid ( PA), by hydrogen bonding interactions, from the PA doped membranes. This resulted in higher PA doping levels of the nanocomposites. The ability to retain more PA was also reflected in the high proton conductivity data of the ILMS nanocomposites- 15 % ILMS loaded membrane which showed almost two fold increment in proton conductivity compared to the neat OPBI. This was attributed to the self- assembled clusters of ILMS nanoparticles in the matrix."
24,INORGANIC,ilms,1748,1752,"Despite the remarkable advances in recent times on polybenzimidazole ( PBI) based proton exchange membranes ( PEM), there are two most important limitations that restrict their uses: ( 1) declining of the mechanical strength at high acid doping level and ( 2) leaching of doped acid when membrane is in contact with water. In continuation with our earlier success ( J. Mater. Chem. 2011, 21, 14897; ACS Appl. Mater. Interfaces 2014, 6, 21286) on the former concern, in this article we also addressed the latter problem associated with ' Acid leaching ' along with the issue of mechanical strength at high PA loading. We have made an attempt to study how the surface modifier molecule plays a role in altering the morphology and structure of poly ( 4, 4'-diphenylether-5, 5'-bibenzimidazole) ( OPBI) nanocomposite membranes thereby enhancing the PEM properties especially acid retention capability. Silica nanoparticles of 25 nm size were prepared and successfully modified with phosphate anion containing imidazolium ionic liquid ( IL) and were incorporated in OPBI by solution blending method. The chemical interactions between the polymer and ionic liquid modified silica ( ILMS) were confirmed by FTIR, NMR and WAXD studies. TEM images disclosed how these interactions led to the formation of self- assembled clusters in the OPBI matrix. All the ILMS nanocomposite membranes displayed high thermal, mechanical and oxidative stabilities. The IL- decorated silica nanoparticles prevented the leaching of phosphoric acid ( PA), by hydrogen bonding interactions, from the PA doped membranes. This resulted in higher PA doping levels of the nanocomposites. The ability to retain more PA was also reflected in the high proton conductivity data of the ILMS nanocomposites- 15 % ILMS loaded membrane which showed almost two fold increment in proton conductivity compared to the neat OPBI. This was attributed to the self- assembled clusters of ILMS nanoparticles in the matrix."
24,MATERIAL_AMOUNT,15 %,1769,1773,"Despite the remarkable advances in recent times on polybenzimidazole ( PBI) based proton exchange membranes ( PEM), there are two most important limitations that restrict their uses: ( 1) declining of the mechanical strength at high acid doping level and ( 2) leaching of doped acid when membrane is in contact with water. In continuation with our earlier success ( J. Mater. Chem. 2011, 21, 14897; ACS Appl. Mater. Interfaces 2014, 6, 21286) on the former concern, in this article we also addressed the latter problem associated with ' Acid leaching ' along with the issue of mechanical strength at high PA loading. We have made an attempt to study how the surface modifier molecule plays a role in altering the morphology and structure of poly ( 4, 4'-diphenylether-5, 5'-bibenzimidazole) ( OPBI) nanocomposite membranes thereby enhancing the PEM properties especially acid retention capability. Silica nanoparticles of 25 nm size were prepared and successfully modified with phosphate anion containing imidazolium ionic liquid ( IL) and were incorporated in OPBI by solution blending method. The chemical interactions between the polymer and ionic liquid modified silica ( ILMS) were confirmed by FTIR, NMR and WAXD studies. TEM images disclosed how these interactions led to the formation of self- assembled clusters in the OPBI matrix. All the ILMS nanocomposite membranes displayed high thermal, mechanical and oxidative stabilities. The IL- decorated silica nanoparticles prevented the leaching of phosphoric acid ( PA), by hydrogen bonding interactions, from the PA doped membranes. This resulted in higher PA doping levels of the nanocomposites. The ability to retain more PA was also reflected in the high proton conductivity data of the ILMS nanocomposites- 15 % ILMS loaded membrane which showed almost two fold increment in proton conductivity compared to the neat OPBI. This was attributed to the self- assembled clusters of ILMS nanoparticles in the matrix."
24,INORGANIC,ilms,1774,1778,"Despite the remarkable advances in recent times on polybenzimidazole ( PBI) based proton exchange membranes ( PEM), there are two most important limitations that restrict their uses: ( 1) declining of the mechanical strength at high acid doping level and ( 2) leaching of doped acid when membrane is in contact with water. In continuation with our earlier success ( J. Mater. Chem. 2011, 21, 14897; ACS Appl. Mater. Interfaces 2014, 6, 21286) on the former concern, in this article we also addressed the latter problem associated with ' Acid leaching ' along with the issue of mechanical strength at high PA loading. We have made an attempt to study how the surface modifier molecule plays a role in altering the morphology and structure of poly ( 4, 4'-diphenylether-5, 5'-bibenzimidazole) ( OPBI) nanocomposite membranes thereby enhancing the PEM properties especially acid retention capability. Silica nanoparticles of 25 nm size were prepared and successfully modified with phosphate anion containing imidazolium ionic liquid ( IL) and were incorporated in OPBI by solution blending method. The chemical interactions between the polymer and ionic liquid modified silica ( ILMS) were confirmed by FTIR, NMR and WAXD studies. TEM images disclosed how these interactions led to the formation of self- assembled clusters in the OPBI matrix. All the ILMS nanocomposite membranes displayed high thermal, mechanical and oxidative stabilities. The IL- decorated silica nanoparticles prevented the leaching of phosphoric acid ( PA), by hydrogen bonding interactions, from the PA doped membranes. This resulted in higher PA doping levels of the nanocomposites. The ability to retain more PA was also reflected in the high proton conductivity data of the ILMS nanocomposites- 15 % ILMS loaded membrane which showed almost two fold increment in proton conductivity compared to the neat OPBI. This was attributed to the self- assembled clusters of ILMS nanoparticles in the matrix."
24,POLYMER,opbi,1878,1882,"Despite the remarkable advances in recent times on polybenzimidazole ( PBI) based proton exchange membranes ( PEM), there are two most important limitations that restrict their uses: ( 1) declining of the mechanical strength at high acid doping level and ( 2) leaching of doped acid when membrane is in contact with water. In continuation with our earlier success ( J. Mater. Chem. 2011, 21, 14897; ACS Appl. Mater. Interfaces 2014, 6, 21286) on the former concern, in this article we also addressed the latter problem associated with ' Acid leaching ' along with the issue of mechanical strength at high PA loading. We have made an attempt to study how the surface modifier molecule plays a role in altering the morphology and structure of poly ( 4, 4'-diphenylether-5, 5'-bibenzimidazole) ( OPBI) nanocomposite membranes thereby enhancing the PEM properties especially acid retention capability. Silica nanoparticles of 25 nm size were prepared and successfully modified with phosphate anion containing imidazolium ionic liquid ( IL) and were incorporated in OPBI by solution blending method. The chemical interactions between the polymer and ionic liquid modified silica ( ILMS) were confirmed by FTIR, NMR and WAXD studies. TEM images disclosed how these interactions led to the formation of self- assembled clusters in the OPBI matrix. All the ILMS nanocomposite membranes displayed high thermal, mechanical and oxidative stabilities. The IL- decorated silica nanoparticles prevented the leaching of phosphoric acid ( PA), by hydrogen bonding interactions, from the PA doped membranes. This resulted in higher PA doping levels of the nanocomposites. The ability to retain more PA was also reflected in the high proton conductivity data of the ILMS nanocomposites- 15 % ILMS loaded membrane which showed almost two fold increment in proton conductivity compared to the neat OPBI. This was attributed to the self- assembled clusters of ILMS nanoparticles in the matrix."
24,INORGANIC,ilms,1939,1943,"Despite the remarkable advances in recent times on polybenzimidazole ( PBI) based proton exchange membranes ( PEM), there are two most important limitations that restrict their uses: ( 1) declining of the mechanical strength at high acid doping level and ( 2) leaching of doped acid when membrane is in contact with water. In continuation with our earlier success ( J. Mater. Chem. 2011, 21, 14897; ACS Appl. Mater. Interfaces 2014, 6, 21286) on the former concern, in this article we also addressed the latter problem associated with ' Acid leaching ' along with the issue of mechanical strength at high PA loading. We have made an attempt to study how the surface modifier molecule plays a role in altering the morphology and structure of poly ( 4, 4'-diphenylether-5, 5'-bibenzimidazole) ( OPBI) nanocomposite membranes thereby enhancing the PEM properties especially acid retention capability. Silica nanoparticles of 25 nm size were prepared and successfully modified with phosphate anion containing imidazolium ionic liquid ( IL) and were incorporated in OPBI by solution blending method. The chemical interactions between the polymer and ionic liquid modified silica ( ILMS) were confirmed by FTIR, NMR and WAXD studies. TEM images disclosed how these interactions led to the formation of self- assembled clusters in the OPBI matrix. All the ILMS nanocomposite membranes displayed high thermal, mechanical and oxidative stabilities. The IL- decorated silica nanoparticles prevented the leaching of phosphoric acid ( PA), by hydrogen bonding interactions, from the PA doped membranes. This resulted in higher PA doping levels of the nanocomposites. The ability to retain more PA was also reflected in the high proton conductivity data of the ILMS nanocomposites- 15 % ILMS loaded membrane which showed almost two fold increment in proton conductivity compared to the neat OPBI. This was attributed to the self- assembled clusters of ILMS nanoparticles in the matrix."
25,POLYMER,polysulfone,113,124,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,psf,127,130,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,psf,168,171,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,an69,174,178,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,an69,230,234,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,acrylonitrile - meth,257,276,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,MONOMER,##ally,276,280,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,##lsulfonate,280,290,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,polysulfone,306,317,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,an69,319,323,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,MONOMER,- 2,402,404,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,an69,476,480,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,polyethylenimine,683,699,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,pei,702,705,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,polydiallyl - dimethylammoniumchloride,710,747,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
25,POLYMER,pdadmac,750,757,"The thermodynamic behavior of phase inversion in membrane formation was studied by measuring the cloud points of polysulfone ( PSf)/solvent / water ternary systems and PSf / AN69 / N- methyl pyrrolidone / water quaternary system. AN69 is an ionomer made of acrylonitrile- methallylsulfonate copolymer. The polysulfone- AN69 blend membranes were prepared by the phase inversion technique using N- methyl-2-pyrrolidinone ( NMP) and water as solvent and coagulant, respectively. AN69 was added in the casting solution to create sulfonic negative charges on the formed membranes, which were modified by simple contact of the blend membranes with solutions of a cationic polyelectrolyte, polyethylenimine ( PEI) or polydiallyl- dimethylammoniumchloride ( PDADMAC). The obtained membranes were characterized by scanning electron microscopy, dye- staining tests, contact angle, thermogravimetry and ultrafiltration measurements. It was found that the blending of partially miscible AN69 and PSf polymers led to increased membrane wettability and larger pores in the membranes. The ultrafiltration process was used to characterize the filtration properties of the prepared membranes, and the quartz crystal microbalance technique to study the polycation immobilization on the blend membranes. The results show that water permeability, PEG rejection and the resistance of PEG adherence of the modified membranes were enhanced due to the presence of hydrophilic polyelectrolyte adsorbed onto the charged membrane pores."
